0.020000,0.734397,0.647969,-0.245613,0.955107,0.252449,0.164556
0.040000,0.720566,0.654646,-0.247521,0.934131,0.283181,0.162605
0.060000,0.750033,0.628734,-0.246635,0.976509,0.222295,0.162603
0.080000,0.727415,0.591125,-0.254765,0.985843,0.216819,0.164063
0.100000,0.781847,0.623380,-0.239880,0.946474,0.343746,0.168445
0.120000,0.692269,0.653723,-0.265470,0.940487,0.188763,0.172349
0.140000,0.762467,0.689174,-0.248887,0.924925,0.349636,0.168000
0.160000,0.760779,0.584003,-0.252153,0.990297,0.179418,0.162155
0.180000,0.696246,0.653910,-0.267730,0.880299,0.303701,0.174225
0.200000,0.743137,0.704546,-0.252091,1.020255,0.250492,0.155447
0.220000,0.762672,0.611651,-0.250075,0.899677,0.240822,0.175101
0.240000,0.746985,0.626480,-0.248805,0.949664,0.269228,0.167087
0.260000,0.732788,0.655129,-0.248054,0.950224,0.279672,0.163137
0.280000,0.732579,0.649961,-0.247373,0.944922,0.262440,0.166465
0.300000,0.736871,0.646515,-0.245103,0.941482,0.248250,0.169880
0.320000,0.734808,0.647628,-0.245419,0.939511,0.265373,0.168965
0.340000,0.733239,0.647663,-0.248553,0.946210,0.262269,0.165586
0.360000,0.734306,0.647186,-0.246467,0.950159,0.264135,0.166013
0.380000,0.733467,0.645858,-0.244999,0.951663,0.256494,0.169378
0.400000,0.734078,0.646129,-0.247519,0.942106,0.257314,0.170397
0.420000,0.734591,0.647775,-0.249553,0.945274,0.263076,0.170415
0.440000,0.735157,0.649206,-0.248510,0.941994,0.268452,0.167068
0.460000,0.735874,0.648969,-0.248507,0.940968,0.267130,0.171774
0.480000,0.735374,0.647515,-0.248646,0.946674,0.263757,0.170448
0.500000,0.732573,0.647423,-0.246647,0.948713,0.261296,0.166125
0.520000,0.730863,0.645724,-0.246305,0.945902,0.257428,0.165544
0.540000,0.733421,0.644140,-0.246975,0.945354,0.258284,0.166008
0.560000,0.734872,0.647230,-0.248473,0.942489,0.262586,0.165545
0.580000,0.736817,0.648797,-0.250008,0.938613,0.261754,0.166482
0.600000,0.734117,0.650386,-0.250959,0.940877,0.258406,0.164612
0.620000,0.729607,0.650744,-0.251317,0.941421,0.267786,0.170242
0.640000,0.729328,0.647128,-0.247430,0.949009,0.265708,0.169942
0.660000,0.734781,0.647356,-0.246580,0.951612,0.261850,0.168508
0.680000,0.737554,0.646766,-0.244446,0.946020,0.261727,0.171769
0.700000,0.737896,0.646729,-0.242399,0.940638,0.264558,0.167161
0.720000,0.735627,0.649615,-0.242900,0.936687,0.265128,0.170769
0.740000,0.731574,0.650648,-0.242102,0.938436,0.271267,0.167607
0.760000,0.727479,0.651875,-0.244622,0.943210,0.263024,0.164663
0.780000,0.730285,0.651425,-0.248750,0.944798,0.267403,0.164086
0.800000,0.732354,0.647924,-0.257910,0.948140,0.258665,0.165007
0.820000,0.731400,0.647649,-0.258562,0.943111,0.262061,0.162699
0.840000,0.730758,0.649344,-0.255067,0.940557,0.258935,0.164946
0.860000,0.736296,0.637466,-0.248510,0.942331,0.265819,0.168321
0.880000,0.733912,0.647958,-0.247079,0.944749,0.267524,0.167059
0.900000,0.735338,0.650351,-0.245172,0.939248,0.268988,0.172136
0.920000,0.734909,0.651806,-0.243265,0.945527,0.266718,0.168635
0.940000,0.729441,0.651875,-0.247709,0.944897,0.264745,0.168928
0.960000,0.731680,0.649221,-0.249382,0.941127,0.266054,0.168485
0.980000,0.736265,0.648515,-0.251674,0.941412,0.266586,0.167997
1.000000,0.732643,0.646779,-0.251961,0.940970,0.259174,0.170762
1.020000,0.733997,0.647729,-0.249103,0.944661,0.265761,0.167654
1.040000,0.730429,0.647175,-0.245368,0.954128,0.268440,0.164703
1.060000,0.731056,0.649305,-0.243095,0.942110,0.259297,0.169652
1.080000,0.731468,0.648426,-0.246425,0.941898,0.256483,0.168539
1.100000,0.731830,0.649783,-0.250468,0.939149,0.267452,0.166613
1.120000,0.732307,0.651816,-0.252878,0.939917,0.268075,0.165585
1.140000,0.733124,0.652364,-0.254786,0.945045,0.267613,0.164148
1.160000,0.731777,0.651378,-0.252092,0.946724,0.266203,0.168677
1.180000,0.730662,0.651851,-0.251765,0.942662,0.258295,0.171253
