climb_index,start_time,end_time,duration,gap,h1,h2,left_moves_count,right_moves_count,left_time_moving,right_time_moving,left_time_on_hold,right_time_on_hold,time_on_hold,time_moving,left_bias,right_bias,moves_count,height_gain_total,topout,topout_height,climb_type,tag
0,2021-02-25 13:30:36.519999981+00:00,2021-02-25 13:31:39.960000038+00:00,63.44000005722046,,260.4981595457803,269.1073958399517,13,14,15.500000238000002,14.000000954999999,43.739999771118164,50.53999900817871,47.13999938964844,29.500001193000003,0.4639372118948639,0.5360627881051361,27,10.231717626966848,True,0,SPORT,
