0.020000,0.780786,0.707541,0.297372,0.682638,0.015137,-0.620624
0.040000,0.810832,0.676541,0.280680,0.778737,0.000015,-0.730870
0.060000,0.805496,0.598053,0.290990,0.932831,0.116473,-0.837706
0.080000,0.843353,0.621508,0.250635,1.050953,0.089439,-0.941616
0.100000,0.911312,0.628868,0.205055,1.031360,-0.048771,-0.864590
0.120000,0.962437,0.561675,0.192061,0.951109,-0.115400,-0.728720
0.140000,0.977953,0.488477,0.169499,0.892949,-0.107960,-0.644073
0.160000,0.949685,0.474363,0.148037,0.873693,-0.127310,-0.621267
0.180000,0.891425,0.454574,0.148906,0.869686,-0.106129,-0.612392
0.200000,0.860894,0.470281,0.131766,0.845941,-0.066275,-0.589093
0.220000,0.840624,0.486839,0.157302,0.820587,-0.068820,-0.578732
0.240000,0.845408,0.506596,0.174501,0.762376,-0.032142,-0.550133
0.260000,0.845492,0.516797,0.204699,0.747266,-0.079510,-0.559955
0.280000,0.826556,0.536618,0.234067,0.700817,-0.087311,-0.558148
0.300000,0.778386,0.556629,0.243182,0.742113,-0.055621,-0.614948
0.320000,0.724173,0.601287,0.235080,0.757131,-0.050367,-0.667218
0.340000,0.706814,0.634346,0.250393,0.734758,-0.072883,-0.687694
0.360000,0.723179,0.639851,0.281984,0.660938,-0.050678,-0.677926
0.380000,0.761789,0.631315,0.316491,0.622276,-0.029190,-0.648017
0.400000,0.760192,0.621638,0.341300,0.629747,-0.048934,-0.633585
0.420000,0.714254,0.602003,0.333769,0.656709,-0.044532,-0.652468
0.440000,0.675747,0.575678,0.313075,0.674462,-0.084126,-0.671023
0.460000,0.651423,0.528012,0.360702,0.684857,-0.109800,-0.658984
0.480000,0.690937,0.533125,0.416201,0.665036,0.107261,-0.565649
0.500000,0.767261,0.580382,0.396779,0.712248,-0.130364,-0.558727
0.520000,0.778677,0.561324,0.366110,0.748644,-0.227679,-0.586712
0.540000,0.767461,0.520665,0.344171,0.714802,-0.196682,-0.604549
0.560000,0.785363,0.511862,0.322233,0.747637,-0.211016,-0.620684
0.580000,0.832656,0.554865,0.297914,0.751882,-0.191964,-0.612566
0.600000,0.880874,0.570319,0.280721,0.758618,-0.179553,-0.611375
0.620000,0.893351,0.560479,0.269801,0.813783,-0.152194,-0.617034
0.640000,0.929328,0.569197,0.230465,0.865161,-0.142378,-0.649397
0.660000,0.955759,0.580021,0.208687,0.875238,-0.161011,-0.648992
0.680000,0.951077,0.583762,0.174098,0.874570,-0.181945,-0.656505
0.700000,0.903358,0.563892,0.153879,0.859435,-0.298249,-0.669501
0.720000,0.871215,0.503191,0.162852,0.825438,-0.247099,-0.683615
