0.020000,0.845729,0.204596,-0.465346,0.930692,0.380383,0.255379
0.040000,0.933007,0.057224,-0.458669,0.944351,0.388188,0.247086
0.060000,0.851286,0.049057,-0.482719,0.951187,0.364803,0.239768
0.080000,0.824938,0.148752,-0.482993,0.943411,0.390074,0.256793
0.100000,0.902090,0.092045,-0.468312,0.866541,0.381880,0.268030
0.120000,0.861429,0.137227,-0.474146,0.862350,0.360954,0.263702
0.140000,0.882733,0.103298,-0.470071,0.873495,0.373472,0.241351
0.160000,0.882329,0.088100,-0.463939,0.876956,0.353665,0.244128
0.180000,0.877798,0.107091,-0.465686,0.824659,0.386469,0.263042
0.200000,0.867330,0.129961,-0.470955,0.858122,0.375599,0.273355
0.220000,0.856156,0.131398,-0.468436,0.865194,0.368248,0.263776
0.240000,0.863713,0.119840,-0.472748,0.896657,0.412129,0.262231
0.260000,0.879882,0.100028,-0.476031,0.934637,0.401995,0.251117
0.280000,0.882409,0.097158,-0.474193,0.895559,0.411991,0.255323
0.300000,0.868208,0.107194,-0.474476,0.892157,0.409232,0.257787
0.320000,0.863432,0.105929,-0.479879,0.854593,0.399089,0.254453
0.340000,0.869493,0.110078,-0.483662,0.867968,0.359528,0.243829
0.360000,0.874651,0.116917,-0.480849,0.898919,0.347855,0.226375
0.380000,0.883095,0.119223,-0.473991,0.930138,0.333278,0.219846
0.400000,0.875956,0.114731,-0.467177,0.905297,0.390995,0.241295
0.420000,0.865194,0.111626,-0.461760,0.899069,0.349978,0.235005
0.440000,0.870524,0.112308,-0.460236,0.900388,0.357739,0.231523
0.460000,0.873395,0.112785,-0.463810,0.888953,0.343112,0.234319
0.480000,0.870824,0.112377,-0.470214,0.897767,0.349942,0.236768
0.500000,0.878935,0.109823,-0.471981,0.916093,0.341050,0.223951
0.520000,0.884945,0.109138,-0.469457,0.917008,0.349879,0.225069
0.540000,0.877699,0.113927,-0.467235,0.927963,0.328698,0.231290
0.560000,0.869571,0.121014,-0.465751,0.908287,0.353327,0.235730
0.580000,0.864349,0.121263,-0.469061,0.896346,0.357813,0.243919
0.600000,0.864358,0.110612,-0.468422,0.888909,0.325664,0.241776
0.620000,0.859309,0.099938,-0.471214,0.908602,0.308132,0.239811
0.640000,0.868422,0.095767,-0.474216,0.900686,0.321355,0.241174
0.660000,0.881016,0.109622,-0.471664,0.884812,0.328407,0.239799
0.680000,0.865303,0.124163,-0.467299,0.870132,0.307837,0.231722
0.700000,0.868882,0.109925,-0.468318,0.901749,0.316578,0.221541
0.720000,0.868841,0.097171,-0.472816,0.936334,0.342835,0.212712
0.740000,0.868029,0.097566,-0.476233,0.944122,0.334340,0.225126
0.760000,0.884315,0.099545,-0.478017,0.926484,0.310939,0.235474
0.780000,0.894596,0.099913,-0.466848,0.883977,0.299257,0.241017
0.800000,0.879010,0.104926,-0.452657,0.869674,0.281463,0.225723
0.820000,0.869875,0.095671,-0.457466,0.875267,0.243716,0.220414
0.840000,0.866838,0.107779,-0.457202,0.942055,0.290932,0.220690
0.860000,0.879204,0.095850,-0.470630,0.970598,0.424984,0.230073
0.880000,0.869665,0.144971,-0.466815,0.938038,0.447509,0.267419
0.900000,0.865844,0.114055,-0.474435,0.866011,0.376783,0.285868
0.920000,0.861563,0.097009,-0.486715,0.809155,0.365616,0.290362
0.940000,0.860448,0.117063,-0.475977,0.848623,0.426319,0.267227
0.960000,0.874975,0.086366,-0.479093,0.886471,0.515833,0.254478
0.980000,0.880370,0.078701,-0.482093,0.883092,0.538650,0.245075
1.000000,0.867459,0.085261,-0.487891,0.859139,0.668291,0.240918
1.020000,0.861996,0.089694,-0.485927,0.877897,0.478919,0.236088
1.040000,0.880800,0.080414,-0.484969,0.831166,0.680708,0.249761
